City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,seabra,-12.4186,-41.7703,286.88,95,1,1.61,BR,1722913851
363,kasese,0.1833,30.0833,292.78,74,23,1.05,UG,1722913861
364,hartford city,40.4511,-85.37,299.64,82,57,1.35,US,1722913862
365,great falls,47.5002,-111.3008,297.96,48,0,4.63,US,1722913865
366,fortaleza,-3.7227,-38.5247,299.94,78,20,5.14,BR,1722913775
367,labasa,-16.4167,179.3833,299.28,54,11,3.65,FJ,1722913867
368,telgte,51.9833,7.7833,289.81,89,0,1.03,DE,1722913868
369,dul'durga,50.6761,113.5931,297.24,32,100,2.54,RU,1722913869
370,lincheng,19.9078,109.6858,304.69,61,96,1.92,CN,1722913870
371,latnaya,51.6586,38.9011,288.09,61,90,2.18,RU,1722913871
372,awjilah,29.1081,21.2869,302.35,29,0,2.6,LY,1722913872
373,kapoeta,4.7717,33.5903,294.86,89,100,0.26,SS,1722913873
374,weno,7.4515,151.8468,300.12,89,100,1.54,FM,1722913875
375,alofi,-19.0595,-169.9187,298.09,69,75,4.12,NU,1722913876
376,babana,10.4295,3.815,295.22,96,97,3.41,NG,1722913877
377,kyabe,9.4515,18.9449,294.33,93,97,0.96,TD,1722913878
378,holualoa,19.6228,-155.9522,296.41,94,100,2.6,US,1722913879
379,vershino-darasunskiy,52.35,115.5167,296.82,39,69,1.55,RU,1722913880
380,tokar,18.4254,37.729,300.73,71,99,12.25,SD,1722913882
381,arklow,52.7931,-6.1414,284.65,88,0,3.02,IE,1722913883
382,oranjemund,-28.55,16.4333,284.09,70,0,3.91,NA,1722913884
383,bonthe,7.5264,-12.505,297.6,89,99,3.69,SL,1722913886
384,tosontsengel,48.7567,98.2839,293.01,42,8,3.31,MN,1722913887
385,tidjikja,18.5564,-11.4271,302.06,60,57,5.97,MR,1722913888
386,abashiri,44.0213,144.2697,298.02,78,86,3.15,JP,1722913889
387,uray,60.1247,64.7758,289.76,92,100,3.65,RU,1722913890
388,nahiyat al fuhud,30.9697,46.7228,306.94,16,43,4.12,IQ,1722913891
389,isla mujeres,21.2311,-86.731,301.18,83,51,3.79,MX,1722913651
390,tazacorte,28.629,-17.9293,295.69,95,75,5.14,ES,1722913893
391,vilyuysk,63.7553,121.6247,293.22,56,98,3.11,RU,1722913894
392,komotini,41.1228,25.3964,294.85,77,0,1.94,GR,1722913895
393,coro,11.4045,-69.6734,299.49,87,95,4.28,VE,1722913896
394,ciudad lazaro cardenas,17.9583,-102.2,299.31,88,99,2.09,MX,1722913898
395,tual,-5.6667,132.75,298.39,86,52,8.13,ID,1722913899
396,syas'stroy,60.1367,32.5691,286.27,92,10,2.19,RU,1722913900
397,jardim,-21.4803,-56.1381,295.73,41,0,1.46,BR,1722913901
398,urbana,40.1106,-88.2073,299.67,91,0,2.57,US,1722913902
399,petukhovo,55.0692,67.9019,291.81,85,85,5.44,RU,1722913904
400,dakhla,23.6848,-15.958,292.23,95,19,4.96,EH,1722913905
401,shahabad,27.65,79.95,304.46,63,83,2.39,IN,1722913907
402,oelwein,42.6733,-91.9135,300.59,86,27,5.16,US,1722913908
403,mountain home,43.133,-115.6912,300.94,45,100,0.89,US,1722913909
404,ouani,-12.1322,44.4258,297.04,70,3,2.95,KM,1722913910
405,aydintepe,40.3894,40.1506,285.69,76,5,0.85,TR,1722913911
406,zarghun shahr,32.8473,68.4457,297.75,54,16,0.94,AF,1722913912
407,prince george,53.9166,-122.753,292.94,59,93,1.34,CA,1722913913
408,lakatoro,-16.0999,167.4164,297.94,58,67,5.66,VU,1722913914
409,akrehamn,59.2667,5.1833,291.48,68,100,6.17,NO,1722913915
410,ca mau,9.1769,105.15,304.79,59,14,4.31,VN,1722913918
411,nadym,65.5333,72.5167,285.19,55,2,7.38,RU,1722913919
412,kamien pomorski,53.9685,14.7726,287.35,78,80,1.92,PL,1722913920
413,mandalgovi,45.7625,106.2708,296.79,39,0,3.69,MN,1722913691
414,shingu,33.7333,135.9833,303.22,73,17,2.62,JP,1722913922
415,moyale,3.5167,39.0584,290.68,67,25,3.4,KE,1722913923
416,manta,-0.95,-80.7333,297.03,78,100,4.12,EC,1722913924
417,hawera,-39.5917,174.2833,285.45,67,0,5.06,NZ,1722913926
418,constitucion,-35.3333,-72.4167,281.01,83,24,1.12,CL,1722913927
419,hegang,47.4,130.3667,301.58,66,7,2.9,CN,1722913928
420,kapuskasing,49.4169,-82.4331,284.34,67,54,1.48,CA,1722913929
421,miranda,3.2499,-76.2281,292.22,92,77,1.92,CO,1722913930
422,okeho,8.0333,3.35,293.35,94,100,2.24,NG,1722913931
423,jinghong,21.991,100.7341,301.3,66,43,1.51,CN,1722913932
424,melendugno,40.2747,18.3368,296.51,64,0,3.75,IT,1722913933
425,mae hong son,19.3003,97.9685,298.78,96,100,1.12,TH,1722913743
426,srednebelaya,50.6594,128.0106,300.36,50,0,2.7,RU,1722913935
427,steamboat springs,40.485,-106.8317,296.92,46,40,3.09,US,1722913891
428,booneville,34.6582,-88.5667,301.05,68,55,2.87,US,1722913734
429,aleg,17.0481,-13.9209,303.23,59,23,4.58,MR,1722913939
430,wicklow,53.0,-6.4167,282.85,90,9,1.74,IE,1722913940
431,antsiranana,-12.2787,49.2917,295.12,72,9,5.49,MG,1722913941
432,calvi,42.5,8.8333,294.5,83,20,1.54,FR,1722913942
433,port douglas,-16.4833,145.4667,296.27,69,30,4.73,AU,1722913943
434,coquimbo,-29.9533,-71.3436,284.81,72,0,4.12,CL,1722913944
435,conceicao do araguaia,-8.2578,-49.2647,295.42,37,0,2.1,BR,1722913945
436,grand falls-windsor,48.9332,-55.6649,291.21,88,90,2.49,CA,1722913946
437,khorugh,37.4897,71.553,290.06,30,0,0.93,TJ,1722913947
438,lata,40.1629,-8.3327,290.41,97,51,1.15,PT,1722913948
439,gamboma,-1.8764,15.8644,296.4,64,76,2.33,CG,1722913949
440,syktyvkar,61.6764,50.8099,288.0,94,100,3.0,RU,1722913951
441,chulakkurgan,43.765,69.1814,301.12,21,0,3.01,KZ,1722913952
442,turpan,42.9333,89.1667,313.03,13,100,2.09,CN,1722913953
443,mandera,3.9366,41.867,296.37,60,52,4.42,KE,1722913954
444,north bay,46.3168,-79.4663,289.79,72,100,3.47,CA,1722913955
445,lisala,2.15,21.5167,294.41,87,69,0.42,CD,1722913956
446,buarcos,40.166,-8.8768,291.84,98,41,5.07,PT,1722913957
447,hasaki,35.7333,140.8333,307.2,77,3,4.5,JP,1722913958
448,oriximina,-1.7656,-55.8661,299.31,52,3,1.83,BR,1722913703
449,chuka,-0.3332,37.6459,287.5,76,28,1.11,KE,1722913960
450,viedma,-40.8135,-62.9967,282.66,61,99,2.81,AR,1722913874
451,argo,37.6333,22.7333,298.59,62,0,1.65,GR,1722913963
452,portland,45.5234,-122.6762,299.81,47,0,3.6,US,1722913964
453,rovaniemi,66.5,25.7167,286.82,71,0,2.57,FI,1722913965
454,conduaga,8.862,117.4893,303.37,67,100,3.32,PH,1722913966
455,fukushima,37.75,140.4678,307.12,57,73,1.76,JP,1722913808
456,ataq,14.5377,46.8319,299.29,53,100,3.97,YE,1722913968
457,naze,28.3667,129.4833,302.78,75,36,4.07,JP,1722913718
458,grootfontein,-19.5667,18.1167,287.15,28,0,2.62,NA,1722913970
459,hilo,19.7297,-155.09,301.0,77,40,3.6,US,1722913972
460,wanning,18.8003,110.3967,305.4,62,44,2.81,CN,1722913973
461,rawah,34.4816,41.9093,302.56,44,0,5.84,IQ,1722913974
462,quellon,-43.1167,-73.6167,280.22,92,100,4.17,CL,1722913975
463,tarquinia,42.2482,11.7553,299.15,73,1,1.31,IT,1722913977
464,zeribet el oued,34.6828,6.5111,302.28,29,0,3.77,DZ,1722913978
465,al jawf,29.5,38.75,296.8,34,0,3.1,SA,1722913979
466,dholka,22.7167,72.4667,299.36,77,94,6.57,IN,1722913981
467,san juan del sur,11.2529,-85.8705,300.12,78,81,7.37,NI,1722913982
468,keetmanshoop,-26.5833,18.1333,280.24,48,0,3.91,NA,1722913983
469,miahuatlan de porfirio diaz,16.3333,-96.6,291.85,84,93,1.89,MX,1722913864
470,tofol,5.3248,163.0078,303.03,74,75,3.6,FM,1722913985
471,waddan,29.1614,16.139,302.49,27,0,6.09,LY,1722913986
472,lihue,21.9789,-159.3672,300.92,71,0,7.2,US,1722913987
473,mishan,45.55,131.8833,300.62,82,88,3.03,CN,1722913988
474,lashio,22.9333,97.75,298.16,77,100,0.95,MM,1722913989
475,shubarshi,48.5872,57.1869,301.23,27,0,1.31,KZ,1722913990
476,tavda,58.0425,65.2726,289.52,97,100,1.06,RU,1722913991
477,beau vallon,-20.4189,57.6953,293.27,76,17,2.97,MU,1722913993
478,holland,42.7875,-86.1089,296.79,85,46,0.89,US,1722913994
479,happy valley-goose bay,53.3168,-60.3315,286.14,72,65,2.14,CA,1722913995
480,yasothon,15.75,104.1333,306.5,70,91,3.85,TH,1722913996
481,east london,-33.0153,27.9116,285.94,49,0,2.12,ZA,1722913997
482,ugoofaaru,5.6667,73.0,301.23,78,93,5.34,MV,1722913999
483,horsham,51.064,-0.3272,291.34,82,20,2.06,GB,1722913953
484,tsiombe,-25.3,45.4833,289.95,95,9,0.61,MG,1722914002
485,rahuri,19.3833,74.65,298.75,75,80,5.46,IN,1722914003
486,howard springs,-12.497,131.047,304.25,50,14,4.28,AU,1722914004
487,cao bang,22.6667,106.25,304.28,69,66,1.24,VN,1722914005
488,twin falls,42.3505,-114.6445,297.34,50,0,4.63,US,1722914006
489,forster,-32.1667,152.5167,292.25,59,14,5.36,AU,1722914007
490,banovce nad bebravou,48.7213,18.2575,287.63,84,16,2.64,SK,1722914008
491,maragogi,-9.0122,-35.2225,296.12,73,7,3.56,BR,1722914009
492,labrador city,52.9463,-66.9114,281.0,91,100,4.11,CA,1722914011
493,ta`u,-14.2336,-169.5144,299.37,70,12,2.86,AS,1722914012
494,palmer,42.1584,-72.3287,298.38,65,100,2.88,US,1722914014
495,rongelap,11.1635,166.8941,302.04,78,100,5.99,MH,1722914015
496,shirgaon,19.7,72.7,300.81,83,52,5.62,IN,1722914016
497,arraias,-12.9288,-46.9437,292.63,56,0,2.52,BR,1722914017
498,kovur,14.4833,79.9833,302.42,64,100,5.58,IN,1722914018
499,can gio,10.4167,106.9667,302.49,72,12,3.38,VN,1722914019
500,basco,20.4487,121.9702,302.69,77,24,7.14,PH,1722914020
501,sultanah,24.4926,39.5857,306.4,38,0,4.12,SA,1722914022
502,zhaotong,27.3167,103.7167,296.66,72,14,1.23,CN,1722913989
503,ajuchitlan del progreso,18.1519,-100.4835,296.99,94,100,1.57,MX,1722914024
504,kone,-21.0595,164.8658,298.23,42,1,2.28,NC,1722914025
505,kailua-kona,19.6406,-155.9956,298.48,95,100,2.94,US,1722914026
506,senanga,-16.1167,23.2667,286.53,19,1,1.63,ZM,1722914027
507,bossangoa,6.4926,17.4552,294.09,98,100,0.15,CF,1722914028
508,thunder bay,48.4001,-89.3168,287.59,74,100,1.88,CA,1722913934
509,enriquillo,17.9,-71.2333,299.2,87,2,4.17,DO,1722914030
510,harper,4.375,-7.7169,296.98,86,89,3.14,LR,1722914031
511,ma'an,26.9775,110.7211,306.43,54,92,1.54,CN,1722914034
512,yamada,39.4667,141.95,300.28,75,66,2.25,JP,1722914035
513,la ronge,55.1001,-105.2842,288.6,52,100,1.61,CA,1722914036
514,haapsalu,58.9431,23.5414,288.12,90,60,1.6,EE,1722914037
515,ingenio la esperanza,-24.2255,-64.839,289.14,61,0,1.75,AR,1722914038
516,usinsk,65.9939,57.5281,283.91,54,10,7.74,RU,1722914039
517,conceicao da barra,-18.5933,-39.7322,293.14,83,0,0.66,BR,1722913987
518,oujda-angad,34.6805,-1.9076,296.5,83,0,1.54,MA,1722914041
519,mukalla,14.5425,49.1242,299.8,87,97,1.87,YE,1722914043
520,klaksvik,62.2266,-6.589,283.66,93,0,5.42,FO,1722914044
521,puerto deseado,-47.7503,-65.8938,277.4,78,100,6.54,AR,1722914045
522,pangody,65.85,74.4859,284.81,55,0,7.22,RU,1722914046
523,ponta delgada,37.7333,-25.6667,296.55,100,75,3.09,PT,1722914047
524,san julian,21.0167,-102.1667,291.82,66,83,2.02,MX,1722914048
525,santa cruz del sur,20.7147,-77.9956,300.41,83,85,3.96,CU,1722914049
526,orange,33.7,-117.7675,305.16,62,40,5.66,US,1722914050
527,altamira,-3.2033,-52.2064,296.12,58,61,0.96,BR,1722913328
528,esikhaleni,-28.871,31.8996,287.08,81,0,2.11,ZA,1722914052
529,minas de marcona,-15.2119,-75.1103,283.18,89,59,6.89,PE,1722914054
530,birjand,32.8663,59.2211,300.21,20,2,3.38,IR,1722913903
531,moengo,5.6167,-54.4,297.41,88,0,0.69,SR,1722914056
532,choconta,5.1447,-73.6858,282.22,97,99,0.65,CO,1722914057
533,odesskoye,54.2111,72.9651,290.54,87,100,3.62,RU,1722914058
534,al burayqah,30.4062,19.5739,301.36,53,0,1.9,LY,1722914059
535,naolinco de victoria,19.65,-96.85,289.94,97,86,1.39,MX,1722914060
536,long beach,33.767,-118.1892,304.78,61,0,4.12,US,1722913979
537,kaa-khem,51.6833,94.7333,293.31,63,100,2.25,RU,1722914062
538,dergachi,51.2328,48.7659,294.93,72,100,2.47,RU,1722914064
539,tezu,27.9167,96.1667,303.79,66,100,1.37,IN,1722914065
540,santa cruz,-17.8,-63.1667,294.85,94,41,3.09,BO,1722913441
541,nguigmi,14.2495,13.1092,299.46,74,97,4.31,NE,1722914068
542,gbarnga,6.9956,-9.4722,294.64,99,98,1.22,LR,1722914069
543,moosinning,48.2833,11.85,288.04,90,18,1.15,DE,1722914070
544,luis correia,-2.8792,-41.6669,297.12,76,100,4.3,BR,1722914071
545,guiratinga,-16.3494,-53.7583,292.65,39,0,1.83,BR,1722913932
546,devin,41.7433,24.4,287.5,80,3,0.52,BG,1722914074
547,perryton,36.4,-100.8027,302.87,25,0,1.82,US,1722914075
548,aringay,16.4,120.4,301.99,77,89,2.4,PH,1722914076
549,zemetchino,53.4973,42.6163,292.53,60,100,1.8,RU,1722914077
550,faya-largeau,17.9257,19.1043,302.19,61,100,4.88,TD,1722914078
551,pisco,-13.7,-76.2167,289.18,82,0,2.06,PE,1722914079
552,corinth,37.9407,22.9573,298.65,67,0,1.0,GR,1722914080
553,sao gabriel da cachoeira,-0.1303,-67.0892,296.74,90,99,0.87,BR,1722913866
554,baise city,23.8997,106.6133,302.23,99,85,1.51,CN,1722914082
555,torit,4.4133,32.5678,293.7,96,100,1.5,SS,1722914084
556,brisas de zicatela,15.8369,-97.0419,300.33,85,71,3.11,MX,1722914085
557,usogorsk,63.4106,48.6872,286.13,83,71,2.73,RU,1722914086
558,callao,-12.0667,-77.15,290.77,82,100,5.66,PE,1722914087
559,ariquemes,-9.9133,-63.0408,297.95,44,0,0.97,BR,1722913797
560,tughyl,47.7252,84.2063,296.86,45,100,2.57,KZ,1722914089
561,aripuana,-9.1667,-60.6333,296.12,43,0,0.64,BR,1722914090
562,tal'menka,53.8183,83.5677,292.09,80,78,2.73,RU,1722914091
563,marsa alam,25.0757,34.8918,305.04,50,81,3.85,EG,1722914092
564,mosfellsbaer,64.1667,-21.7,283.16,88,100,2.59,IS,1722914093
565,youghal,51.95,-7.8506,283.71,90,0,3.53,IE,1722914094
566,maun,-19.9833,23.4167,287.77,18,0,4.67,BW,1722914096
567,vernon,50.2581,-119.2691,304.35,39,23,1.83,CA,1722914097
568,conde,-7.2597,-34.9075,293.85,94,40,2.57,BR,1722914098
569,sakakah,29.9697,40.2064,298.91,29,0,3.13,SA,1722914099
